group,variable,donated,received,value
"Congo, Republic of",1989,,174.1986,-174.1986
"Congo, Republic of",1990,,369.9536,-369.9536
"Congo, Republic of",1991,,65.6399,-65.6399
"Congo, Republic of",1992,,264.0901,-264.0901
"Congo, Republic of",1993,,40.6880,-40.6880
"Congo, Republic of",1994,,348.2438,-348.2438
"Congo, Republic of",1995,,225.3164,-225.3164
"Congo, Republic of",1996,,373.0269,-373.0269
"Congo, Republic of",1997,,235.0059,-235.0059
"Congo, Republic of",1998,,66.6319,-66.6319
"Congo, Republic of",1999,,348.2048,-348.2048
"Congo, Republic of",2000,,81.2921,-81.2921
"Congo, Republic of",2001,,162.3395,-162.3395
"Congo, Republic of",2002,,233.3709,-233.3709
"Congo, Republic of",2003,,128.4915,-128.4915
"Congo, Republic of",2004,,382.0562,-382.0562
"Congo, Republic of",2005,,2348.4432,-2348.4432
"Congo, Republic of",2006,,538.6693,-538.6693
"Congo, Republic of",2007,,178.5644,-178.5644
"Congo, Republic of",2008,,522.9656,-522.9656
"Congo, Republic of",2009,,359.2520,-359.2520
"Congo, Republic of",2010,,1501.5666,-1501.5666
"Congo, Republic of",2011,,267.0817,-267.0817
"Congo, Republic of",2012,,188.2062,-188.2062
"Congo, Republic of",2013,,117.3318,-117.3318
Denmark,1947,,324.4109,-324.4109
Denmark,1959,,162.2055,-162.2055
Denmark,1963,,185.8881,-185.8881
Denmark,1973,201.8609,,201.8609
Denmark,1974,326.5845,,326.5845
Denmark,1975,273.8192,,273.8192
Denmark,1976,314.0163,,314.0163
Denmark,1977,420.1317,,420.1317
Denmark,1978,519.1362,,519.1362
Denmark,1979,539.4368,,539.4368
Denmark,1980,572.1899,104.2889,467.9010
Denmark,1981,551.6952,,551.6952
Denmark,1982,911.3403,,911.3403
Denmark,1983,708.5644,,708.5644
Denmark,1984,885.8730,62.0217,823.8514
Denmark,1985,1081.1017,,1081.1017
Denmark,1986,1137.9415,,1137.9415
Denmark,1987,851.8714,,851.8714
Denmark,1988,1058.9593,,1058.9593
Denmark,1989,1128.6904,,1128.6904
Denmark,1990,726.6648,,726.6648
Denmark,1991,747.6282,,747.6282
Denmark,1992,948.2851,,948.2851
Denmark,1993,1127.4883,,1127.4883
Denmark,1994,859.2007,,859.2007
Denmark,1995,1320.2856,,1320.2856
Denmark,1996,2172.5575,,2172.5575
Denmark,1997,1358.8107,,1358.8107
Denmark,1998,684.7964,,684.7964
Denmark,1999,1107.9417,,1107.9417
Denmark,2000,1826.5795,,1826.5795
Denmark,2001,1816.5731,,1816.5731
Denmark,2002,1575.4337,,1575.4337
Denmark,2003,1006.2320,,1006.2320
Denmark,2004,2232.9097,,2232.9097
Denmark,2005,1980.9369,0.4252,1980.5118
Denmark,2006,1708.3347,,1708.3347
Denmark,2007,1653.4434,,1653.4434
Denmark,2008,1614.6861,,1614.6861
Denmark,2009,2028.5164,,2028.5164
Denmark,2010,1827.5618,,1827.5618
Denmark,2011,2315.7916,,2315.7916
Denmark,2012,2042.6447,,2042.6447
Denmark,2013,2084.0878,,2084.0878
Egypt,1959,,458.2304,-458.2304
Egypt,1964,,199.3786,-199.3786
Egypt,1968,,66.9173,-66.9173
Egypt,1970,,168.0420,-168.0420
Egypt,1971,,183.0053,-183.0053
Egypt,1972,,1.0916,-1.0916
Egypt,1973,,918.0783,-918.0783
Egypt,1974,,2181.9101,-2181.9101
Egypt,1975,,4370.7931,-4370.7931
Egypt,1976,,4043.0366,-4043.0366
Egypt,1977,,5534.8218,-5534.8218
Egypt,1978,,3835.1355,-3835.1355
Egypt,1979,,3198.5978,-3198.5978
Egypt,1980,,5226.7144,-5226.7144
Egypt,1981,,4784.1878,-4784.1878
Egypt,1982,,4678.7986,-4678.7986
Egypt,1983,,4449.4466,-4449.4466
Egypt,1984,,5746.4906,-5746.4906
Egypt,1985,,4797.5427,-4797.5427
Egypt,1986,,3954.0372,-3954.0372
Egypt,1987,,2592.6946,-2592.6946
Egypt,1988,,4260.7574,-4260.7574
Egypt,1989,,3778.1727,-3778.1727
Egypt,1990,,4025.0908,-4025.0908
Egypt,1991,,13464.3222,-13464.3222
Egypt,1992,,5777.8412,-5777.8412
Egypt,1993,,5692.3511,-5692.3511
Egypt,1994,,3434.9635,-3434.9635
Egypt,1995,,2706.4661,-2706.4661
Egypt,1996,,3421.8687,-3421.8687
Egypt,1997,,2760.4935,-2760.4935
Egypt,1998,,3735.1129,-3735.1129
Egypt,1999,,2879.3783,-2879.3783
Egypt,2000,,2258.6183,-2258.6183
Egypt,2001,,3313.1805,-3313.1805
Egypt,2002,,3337.0769,-3337.0769
Egypt,2003,,2715.7323,-2715.7323
Egypt,2004,,2565.5737,-2565.5737
Egypt,2005,,2546.9666,-2546.9666
Egypt,2006,,5162.5079,-5162.5079
Egypt,2007,,3180.0030,-3180.0030
Egypt,2008,,3391.3206,-3391.3206
Egypt,2009,,2889.8986,-2889.8986
Egypt,2010,,5944.6885,-5944.6885
Egypt,2011,,1969.8495,-1969.8495
Egypt,2012,,3402.7114,-3402.7114
Egypt,2013,,8664.1249,-8664.1249
Ethiopia,1950,,56.7719,-56.7719
Ethiopia,1951,,12.1654,-12.1654
Ethiopia,1957,,121.6541,-121.6541
Ethiopia,1961,,15.9966,-15.9966
Ethiopia,1962,,22.2883,-22.2883
Ethiopia,1963,,100.3796,-100.3796
Ethiopia,1964,,170.7507,-170.7507
Ethiopia,1965,,34.2098,-34.2098
Ethiopia,1966,,50.5249,-50.5249
Ethiopia,1968,,144.7599,-144.7599
Ethiopia,1969,,210.2865,-210.2865
Ethiopia,1970,,20.0358,-20.0358
Ethiopia,1971,,84.7925,-84.7925
Ethiopia,1972,,246.1535,-246.1535
Ethiopia,1973,,625.5371,-625.5371
Ethiopia,1974,,471.9608,-471.9608
Ethiopia,1975,,690.2569,-690.2569
Ethiopia,1976,,121.5708,-121.5708
Ethiopia,1977,,541.4877,-541.4877
Ethiopia,1978,,242.8591,-242.8591
Ethiopia,1979,,198.8153,-198.8153
Ethiopia,1980,,362.1667,-362.1667
Ethiopia,1981,,511.6272,-511.6272
Ethiopia,1982,,673.0578,-673.0578
Ethiopia,1983,,864.4384,-864.4384
Ethiopia,1984,,1555.2331,-1555.2331
Ethiopia,1985,,1052.2936,-1052.2936
Ethiopia,1986,,1018.8561,-1018.8561
Ethiopia,1987,,1065.1153,-1065.1153
Ethiopia,1988,,1742.4337,-1742.4337
Ethiopia,1989,,1472.6222,-1472.6222
Ethiopia,1990,,857.0852,-857.0852
Ethiopia,1991,,461.6052,-461.6052
Ethiopia,1992,,1635.7828,-1635.7828
Ethiopia,1993,,1102.3049,-1102.3049
Ethiopia,1994,,801.9457,-801.9457
Ethiopia,1995,,1050.0968,-1050.0968
Ethiopia,1996,,1027.8346,-1027.8346
Ethiopia,1997,,1035.1455,-1035.1455
Ethiopia,1998,,2248.5580,-2248.5580
Ethiopia,1999,,678.1712,-678.1712
Ethiopia,2000,,1590.3083,-1590.3083
Ethiopia,2001,,1877.0587,-1877.0587
Ethiopia,2002,,2355.3453,-2355.3453
Ethiopia,2003,,2385.7948,-2385.7948
Ethiopia,2004,,3240.3410,-3240.3410
Ethiopia,2005,,2804.6375,-2804.6375
Ethiopia,2006,,2899.1742,-2899.1742
Ethiopia,2007,,2996.5132,-2996.5132
Ethiopia,2008,,3957.8246,-3957.8246
Ethiopia,2009,,4338.2181,-4338.2181
Ethiopia,2010,,3325.1358,-3325.1358
Ethiopia,2011,,2612.4275,-2612.4275
Ethiopia,2012,,4947.1943,-4947.1943
Ethiopia,2013,,3161.1485,-3161.1485
Ethiopia,9999,,7.5914,-7.5914
Finland,1949,,120.0320,-120.0320
Finland,1952,,190.5914,-190.5914
Finland,1955,,97.3233,-97.3233
Finland,1956,,121.6541,-121.6541
Finland,1959,,300.0801,-300.0801
Finland,1961,,199.9573,-199.9573
Finland,1962,,192.1406,-192.1406
Finland,1963,,52.0487,-52.0487
Finland,1964,,207.0806,-207.0806
Finland,1965,,99.7785,-99.7785
Finland,1966,,140.3471,-140.3471
Finland,1969,,148.7557,-148.7557
Finland,1970,,129.2631,-129.2631
Finland,1971,,79.3023,-79.3023
Finland,1972,,109.1590,-109.1590
Finland,1974,83.6276,,83.6276
Finland,1975,84.3135,78.4484,5.8650
Finland,1976,60.6516,,60.6516
Finland,1977,17.0107,,17.0107
Finland,1978,7.8766,,7.8766
Finland,1979,152.1544,,152.1544
Finland,1980,22.4772,,22.4772
Finland,1981,129.8380,,129.8380
Finland,1982,70.6215,,70.6215
Finland,1983,89.6571,70.5385,19.1187
Finland,1984,105.0543,26.5536,78.5007
Finland,1985,32.8979,,32.8979
Finland,1986,46.0449,83.5297,-37.4848
Finland,1987,461.5064,,461.5064
Finland,1988,643.3217,,643.3217
Finland,1989,761.9601,,761.9601
Finland,1990,647.5966,,647.5966
Finland,1991,897.9775,,897.9775
Finland,1992,536.1357,,536.1357
Finland,1993,386.3331,,386.3331
Finland,1994,264.3182,,264.3182
Finland,1995,296.7605,,296.7605
Finland,1996,291.9708,,291.9708
Finland,1997,294.3588,,294.3588
Finland,1998,335.1201,,335.1201
Finland,1999,384.8343,,384.8343
Finland,2000,389.8033,,389.8033
Finland,2001,508.5341,,508.5341
Finland,2002,509.0584,,509.0584
Finland,2003,586.9501,,586.9501
Finland,2004,621.2884,,621.2884
Finland,2005,888.6417,,888.6417
Finland,2006,790.1345,0.0737,790.0609
Finland,2007,747.0197,,747.0197
Finland,2008,978.1556,,978.1556
Finland,2009,1405.1376,,1405.1376
Finland,2010,1168.2568,,1168.2568
Finland,2011,1181.8687,,1181.8687
Finland,2012,870.3948,,870.3948
Finland,2013,888.8231,,888.8231
France,1947,,2027.5683,-2027.5683
France,1973,3009.3530,,3009.3530
France,1974,2928.5385,,2928.5385
France,1975,1595.7283,,1595.7283
France,1976,2031.0315,,2031.0315
France,1977,2728.7995,,2728.7995
France,1978,1413.2155,,1413.2155
France,1979,1617.5160,,1617.5160
France,1980,2878.1567,116.6098,2761.5469
France,1981,2954.2412,120.9228,2833.3184
France,1982,3187.1434,,3187.1434
France,1983,2891.2076,,2891.2076
France,1984,4427.7408,,4427.7408
France,1985,3369.2617,,3369.2617
France,1986,3622.5708,5.5588,3617.0120
France,1987,3170.5538,,3170.5538
France,1988,4472.3308,,4472.3308
France,1989,5338.6512,,5338.6512
France,1990,4275.0083,,4275.0083
France,1991,5125.3654,,5125.3654
France,1992,4075.5975,,4075.5975
France,1993,3981.2304,,3981.2304
France,1994,3997.9706,,3997.9706
France,1995,4174.5845,,4174.5845
France,1996,4183.9339,,4183.9339
France,1997,3978.4563,,3978.4563
France,1998,6156.4177,0.4907,6155.9270
France,1999,5931.0438,0.4826,5930.5611
France,2000,6099.3552,,6099.3552
France,2001,6548.4257,,6548.4257
France,2002,8217.9464,,8217.9464
France,2003,10954.9112,,10954.9112
France,2004,8935.4620,,8935.4620
France,2005,11170.4586,0.4118,11170.0468
France,2006,11821.4285,,11821.4285
France,2007,9126.2005,,9126.2005
France,2008,10789.7851,0.0082,10789.7768
France,2009,10034.5449,,10034.5449
France,2010,11195.3995,,11195.3995
France,2011,8856.8361,,8856.8361
France,2012,12042.5226,,12042.5226
France,2013,10256.1690,,10256.1690
Gambia,1970,,13.5726,-13.5726
Gambia,1972,,7.0953,-7.0953
Gambia,1973,,24.4859,-24.4859
Gambia,1974,,103.2763,-103.2763
Gambia,1975,,34.0645,-34.0645
Gambia,1976,,73.3436,-73.3436
Gambia,1977,,112.6379,-112.6379
Gambia,1978,,71.7483,-71.7483
Gambia,1979,,122.9460,-122.9460
Gambia,1980,,183.7075,-183.7075
Gambia,1981,,117.5335,-117.5335
Gambia,1982,,133.4886,-133.4886
Gambia,1983,,103.5055,-103.5055
Gambia,1984,,228.3265,-228.3265
Gambia,1985,,34.5642,-34.5642
Gambia,1986,,195.7215,-195.7215
Gambia,1987,,131.6548,-131.6548
Gambia,1988,,217.5751,-217.5751
Gambia,1989,,165.2601,-165.2601
Gambia,1990,,130.7465,-130.7465
Gambia,1991,,147.1978,-147.1978
Gambia,1992,,88.2900,-88.2900
Gambia,1993,,133.2390,-133.2390
Gambia,1994,,36.6625,-36.6625
Gambia,1995,,17.2771,-17.2771
Gambia,1996,,28.5455,-28.5455
Gambia,1997,,51.4108,-51.4108
Gambia,1998,,139.2281,-139.2281
Gambia,1999,,128.9428,-128.9428
Gambia,2000,,87.2172,-87.2172
Gambia,2001,,172.3874,-172.3874
Gambia,2002,,153.6854,-153.6854
Gambia,2003,,41.0437,-41.0437
Gambia,2004,,115.3856,-115.3856
Gambia,2005,,180.3263,-180.3263
Gambia,2006,,100.4242,-100.4242
Gambia,2007,,98.4127,-98.4127
Gambia,2008,,108.2558,-108.2558
Gambia,2009,,146.4597,-146.4597
Gambia,2010,,171.0146,-171.0146
Gambia,2011,,98.7931,-98.7931
Gambia,2012,,276.8642,-276.8642
Gambia,2013,,165.1299,-165.1299
Gambia,9999,,3.9500,-3.9500
Germany,1973,3224.2374,,3224.2374
Germany,1974,5251.2565,,5251.2565
Germany,1975,3936.5314,,3936.5314
Germany,1976,3788.6662,,3788.6662
Germany,1977,3442.8458,,3442.8458
Germany,1978,4099.7567,,4099.7567
Germany,1979,6754.2459,,6754.2459
Germany,1980,7439.6650,,7439.6650
Germany,1981,6209.8073,,6209.8073
Germany,1982,4673.6242,,4673.6242
Germany,1983,3719.0972,,3719.0972
Germany,1984,5380.6366,,5380.6366
Germany,1985,5371.1107,,5371.1107
Germany,1986,4072.2515,,4072.2515
Germany,1987,4481.0013,,4481.0013
Germany,1988,4946.5335,,4946.5335
Germany,1989,8796.3418,,8796.3418
Germany,1990,8545.0539,,8545.0539
Germany,1991,5078.7177,,5078.7177
Germany,1992,13928.7721,,13928.7721
Germany,1993,10972.6209,,10972.6209
Germany,1994,10954.0539,,10954.0539
Germany,1995,12592.2893,,12592.2893
Germany,1996,6781.8712,,6781.8712
Germany,1997,11875.6115,,11875.6115
Germany,1998,3854.5318,,3854.5318
Germany,1999,6213.5526,,6213.5526
Germany,2000,12104.9889,,12104.9889
Germany,2001,6960.1569,,6960.1569
Germany,2002,7866.0387,,7866.0387
Germany,2003,8091.5884,,8091.5884
Germany,2004,7384.9172,0.0315,7384.8857
Germany,2005,10982.3122,,10982.3122
Germany,2006,11065.3440,,11065.3440
Germany,2007,12244.0589,0.0287,12244.0302
Germany,2008,14595.0928,,14595.0928
Germany,2009,11058.0414,,11058.0414
Germany,2010,11884.7601,,11884.7601
Germany,2011,12512.7679,,12512.7679
Germany,2012,13078.0055,,13078.0055
Germany,2013,14912.7638,,14912.7638
Guinea-Bissau,1973,,1.8839,-1.8839
Guinea-Bissau,1974,,6.8214,-6.8214
Guinea-Bissau,1975,,52.2156,-52.2156
Guinea-Bissau,1976,,111.9180,-111.9180
Guinea-Bissau,1977,,117.7757,-117.7757
Guinea-Bissau,1978,,197.6577,-197.6577
Guinea-Bissau,1979,,157.1903,-157.1903
Guinea-Bissau,1980,,76.3534,-76.3534
Guinea-Bissau,1981,,162.9219,-162.9219
Guinea-Bissau,1982,,152.3189,-152.3189
Guinea-Bissau,1983,,276.5031,-276.5031
Guinea-Bissau,1984,,178.2693,-178.2693
Guinea-Bissau,1985,,144.5728,-144.5728
Guinea-Bissau,1986,,83.7178,-83.7178
Guinea-Bissau,1987,,296.2448,-296.2448
Guinea-Bissau,1988,,150.9504,-150.9504
Guinea-Bissau,1989,,373.2329,-373.2329
Guinea-Bissau,1990,,148.0705,-148.0705
Guinea-Bissau,1991,,103.0661,-103.0661
Guinea-Bissau,1992,,89.3013,-89.3013
Guinea-Bissau,1993,,103.9719,-103.9719
Guinea-Bissau,1994,,337.9156,-337.9156
Guinea-Bissau,1995,,138.5466,-138.5466
Guinea-Bissau,1996,,213.6915,-213.6915
Guinea-Bissau,1997,,130.4098,-130.4098
Guinea-Bissau,1998,,45.6360,-45.6360
Guinea-Bissau,1999,,95.6454,-95.6454
Guinea-Bissau,2000,,317.2279,-317.2279
Guinea-Bissau,2001,,98.0464,-98.0464
Guinea-Bissau,2002,,140.2269,-140.2269
Guinea-Bissau,2003,,158.2239,-158.2239
Guinea-Bissau,2004,,84.8148,-84.8148
Guinea-Bissau,2005,,94.4252,-94.4252
Guinea-Bissau,2006,,98.0287,-98.0287
Guinea-Bissau,2007,,143.7628,-143.7628
Guinea-Bissau,2008,,134.6461,-134.6461
Guinea-Bissau,2009,,142.7594,-142.7594
Guinea-Bissau,2010,,154.2609,-154.2609
Guinea-Bissau,2011,,76.2834,-76.2834
Guinea-Bissau,2012,,67.0254,-67.0254
Guinea-Bissau,2013,,90.2220,-90.2220
India,1949,,356.8520,-356.8520
India,1950,,150.0401,-150.0401
India,1952,,255.4736,-255.4736
India,1953,,158.1503,-158.1503
India,1954,,131.3864,-131.3864
India,1955,,81.1027,-81.1027
India,1956,,770.4759,-770.4759
India,1957,,1118.4067,-1118.4067
India,1958,,1240.8718,-1240.8718
India,1959,,689.3732,-689.3732
India,1960,,729.9246,-729.9246
India,1961,,1711.6344,-1711.6344
India,1962,,1106.7301,-1106.7301
India,1963,,873.6740,-873.6740
India,1964,,1344.2077,-1344.2077
India,1965,,1667.7257,-1667.7257
India,1966,,2357.8309,-2357.8309
India,1967,,178.3645,-178.3645
India,1969,,1676.8827,-1676.8827
India,1970,,1569.8998,-1569.8998
India,1971,,2360.7689,-2360.7689
India,1972,,1693.0558,-1693.0558
India,1973,,5732.8016,-5732.8016
India,1974,,6721.5121,-6721.5121
India,1975,,6542.6031,-6542.6031
India,1976,,4810.9075,-4810.9075
India,1977,,7114.6330,-7114.6330
India,1978,,7412.5458,-7412.5458
India,1979,,6049.2212,-6049.2212
India,1980,,7665.2761,-7665.2761
India,1981,,21351.1452,-21351.1452
India,1982,,8055.2714,-8055.2714
India,1983,,7325.2715,-7325.2715
India,1984,,12047.6441,-12047.6441
India,1985,,10319.4185,-10319.4185
India,1986,,7925.8507,-7925.8507
India,1987,,11488.9609,-11488.9609
India,1988,,9585.6178,-9585.6178
India,1989,,9771.3613,-9771.3613
India,1990,,6961.3555,-6961.3555
India,1991,,11791.4319,-11791.4319
India,1992,,10362.5835,-10362.5835
India,1993,,5521.9788,-5521.9788
India,1994,,7467.0664,-7467.0664
India,1995,,7076.8417,-7076.8417
India,1996,,7852.3084,-7852.3084
India,1997,,9480.3184,-9480.3184
India,1998,,5829.3503,-5829.3503
India,1999,,4440.5278,-4440.5278
India,2000,,7606.7866,-7606.7866
India,2001,,9045.5024,-9045.5024
India,2002,,9324.0212,-9324.0212
India,2003,,6589.3915,-6589.3915
India,2004,,8539.8407,-8539.8407
India,2005,,6084.4494,-6084.4494
India,2006,156.8450,9276.5676,-9119.7226
India,2007,404.2137,11081.9320,-10677.7183
India,2008,1507.8563,12069.2253,-10561.3690
India,2009,1507.0445,15335.6002,-13828.5557
India,2010,642.5922,12825.5684,-12182.9762
India,2011,,13448.7452,-13448.7452
India,2012,,7311.6880,-7311.6880
India,2013,,9520.2883,-9520.2883
India,9999,,10.2500,-10.2500
Indonesia,1968,,49.3686,-49.3686
Indonesia,1969,,424.3595,-424.3595
Indonesia,1970,,764.3131,-764.3131
Indonesia,1971,,563.8395,-563.8395
Indonesia,1972,,676.8130,-676.8130
Indonesia,1973,,4312.2180,-4312.2180
Indonesia,1974,,4266.3000,-4266.3000
Indonesia,1975,,3444.2960,-3444.2960
Indonesia,1976,,4340.3495,-4340.3495
Indonesia,1977,,5362.4837,-5362.4837
Indonesia,1978,,4062.0184,-4062.0184
Indonesia,1979,,6515.3311,-6515.3311
Indonesia,1980,,6445.1943,-6445.1943
Indonesia,1981,,5399.4227,-5399.4227
Indonesia,1982,,6321.6733,-6321.6733
Indonesia,1983,,6696.6405,-6696.6405
Indonesia,1984,,7044.4959,-7044.4959
Indonesia,1985,,7283.2702,-7283.2702
Indonesia,1986,,4097.6818,-4097.6818
Indonesia,1987,,7287.0276,-7287.0276
Indonesia,1988,,6816.1608,-6816.1608
Indonesia,1989,,9309.2018,-9309.2018
Indonesia,1990,,8723.0620,-8723.0620
Indonesia,1991,,9537.0165,-9537.0165
Indonesia,1992,,7909.7048,-7909.7048
Indonesia,1993,,6994.6154,-6994.6154
Indonesia,1994,,6858.9728,-6858.9728
Indonesia,1995,,8938.4086,-8938.4086
Indonesia,1996,,9646.7235,-9646.7235
Indonesia,1997,,13320.8338,-13320.8338
Indonesia,1998,,20833.1069,-20833.1069
Indonesia,1999,,9212.1001,-9212.1001
Indonesia,2000,,11610.4358,-11610.4358
Indonesia,2001,,6401.3701,-6401.3701
Indonesia,2002,,4043.7616,-4043.7616
Indonesia,2003,,6464.7975,-6464.7975
Indonesia,2004,,3781.3605,-3781.3605
Indonesia,2005,,7892.9820,-7892.9820
Indonesia,2006,,6574.2350,-6574.2350
Indonesia,2007,,5917.2786,-5917.2786
Indonesia,2008,,7505.9105,-7505.9105
Indonesia,2009,,10748.7518,-10748.7518
Indonesia,2010,,7601.3380,-7601.3380
Indonesia,2011,,4540.2484,-4540.2484
Indonesia,2012,,5181.4817,-5181.4817
Indonesia,2013,,5813.3834,-5813.3834
Iraq,1950,,103.8115,-103.8115
Iraq,1966,,161.3991,-161.3991
Iraq,1971,,232.8513,-232.8513
Iraq,1972,,70.4075,-70.4075
Iraq,1973,,394.9594,-394.9594
Iraq,1975,,361.4444,-361.4444
Iraq,1977,,208.9693,-208.9693
Iraq,1978,,0.5935,-0.5935
Iraq,1979,,0.2749,-0.2749
Iraq,1981,,0.8317,-0.8317
Iraq,1982,,119.9763,-119.9763
Iraq,1983,,29.7614,-29.7614
Iraq,1984,,112.3094,-112.3094
Iraq,1985,,245.8949,-245.8949
Iraq,1986,,2.3988,-2.3988
Iraq,1987,,61.0350,-61.0350
Iraq,1988,,53.0319,-53.0319
Iraq,1989,,123.8659,-123.8659
Iraq,1990,,208.1439,-208.1439
Iraq,1991,,40.4421,-40.4421
Iraq,1992,,29.2408,-29.2408
Iraq,1993,,15.6334,-15.6334
Iraq,1994,,22.7993,-22.7993
Iraq,1995,,99.5692,-99.5692
Iraq,1996,,231.8506,-231.8506
Iraq,1997,,178.5416,-178.5416
Iraq,1998,,123.1987,-123.1987
Iraq,1999,,147.3907,-147.3907
Iraq,2000,,146.9109,-146.9109
Iraq,2001,,186.3333,-186.3333
Iraq,2002,,116.4102,-116.4102
Iraq,2003,,6717.3159,-6717.3159
Iraq,2004,,11305.8426,-11305.8426
Iraq,2005,,25053.6046,-25053.6046
Iraq,2006,,10956.9183,-10956.9183
Iraq,2007,,10738.6235,-10738.6235
Iraq,2008,,12012.5804,-12012.5804
Iraq,2009,,3340.5001,-3340.5001
Iraq,2010,,4394.5658,-4394.5658
Iraq,2011,,1788.1669,-1788.1669
Iraq,2012,,1811.7264,-1811.7264
Iraq,2013,,1517.1173,-1517.1173
Italy,1951,,81.1027,-81.1027
Italy,1953,,81.1027,-81.1027
Italy,1955,,567.7191,-567.7191
Italy,1956,,605.0264,-605.0264
Italy,1958,,608.2705,-608.2705
Italy,1959,,486.6164,-486.6164
Italy,1965,,712.7033,-712.7033
Italy,1973,856.7828,,856.7828
Italy,1974,58.1860,,58.1860
Italy,1975,162.2652,,162.2652
Italy,1976,109.4762,,109.4762
Italy,1977,62.0090,,62.0090
Italy,1980,85.4122,894.5048,-809.0926
Italy,1981,882.8123,3.5852,879.2271
Italy,1982,830.8609,0.6640,830.1969
Italy,1983,1616.8753,147.5955,1469.2798
Italy,1984,1566.2086,551.9361,1014.2725
Italy,1985,1399.5179,,1399.5179
Italy,1986,2372.8605,,2372.8605
Italy,1987,5444.0606,,5444.0606
Italy,1988,4257.9113,,4257.9113
Italy,1989,3731.7770,,3731.7770
Italy,1990,2522.8035,,2522.8035
Italy,1991,3421.0156,,3421.0156
Italy,1992,3453.9510,,3453.9510
Italy,1993,1958.2202,277.4198,1680.8005
Italy,1994,2204.9746,524.9930,1679.9816
Italy,1995,4596.7352,,4596.7352
Italy,1996,1071.6814,,1071.6814
Italy,1997,2491.2917,,2491.2917
Italy,1998,1323.1703,,1323.1703
Italy,1999,1428.2167,,1428.2167
Italy,2000,1591.4985,0.0924,1591.4061
Italy,2001,1257.7323,,1257.7323
Italy,2002,2207.5160,,2207.5160
Italy,2003,1984.8170,0.0356,1984.7814
Italy,2004,3724.5720,,3724.5720
Italy,2005,3360.0712,,3360.0712
Italy,2006,3035.9167,,3035.9167
Italy,2007,1555.9703,,1555.9703
Italy,2008,2328.9630,,2328.9630
Italy,2009,1165.0558,,1165.0558
Italy,2010,1039.6442,,1039.6442
Italy,2011,1742.0803,,1742.0803
Italy,2012,904.3886,,904.3886
Italy,2013,887.5464,,887.5464
Japan,1953,,326.0330,-326.0330
Japan,1955,,42.9844,-42.9844
Japan,1956,,262.7728,-262.7728
Japan,1957,,56.7719,-56.7719
Japan,1958,,1330.0848,-1330.0848
Japan,1959,,437.9547,-437.9547
Japan,1960,,527.1678,-527.1678
Japan,1961,,959.7950,-959.7950
Japan,1963,,557.6642,-557.6642
Japan,1964,,544.9491,-544.9491
Japan,1965,,890.8791,-890.8791
Japan,1966,,701.7354,-701.7354
Japan,1973,5202.4246,,5202.4246
Japan,1974,7602.3262,,7602.3262
Japan,1975,5515.9621,,5515.9621
Japan,1976,3741.8861,,3741.8861
Japan,1977,6628.1527,,6628.1527
Japan,1978,5562.9657,,5562.9657
Japan,1979,6498.4907,,6498.4907
